  -1.1201193e-01  -5.8826245e-01
   4.8874473e-01   4.3412440e-01
   4.6440780e-01   3.1895765e-02
   2.5870674e-01   3.4099577e-02
   7.7629762e-01  -3.7630213e+00
   3.9653755e-01   3.4485209e-01
   3.6947369e-02  -4.6536040e-01
  -2.2556596e-01   8.9926879e-02
   4.2635053e+00   9.8983425e-01
  -1.1475811e+00   3.9855854e+00
  -3.3160053e+00   3.1655928e+00
   1.2995640e-02  -5.5642050e-01
  -1.6497379e-01   3.6276080e-02
  -2.2614827e+00  -4.4232121e+00
  -4.3893296e-03  -4.8902135e-01
   4.8250621e+00  -2.0035177e+00
  -7.1524960e+00  -7.2646351e+00
   5.6239220e+00   7.2733637e+00
  -3.3484636e-02   2.7208836e-01
  -4.7716230e+00  -3.3802469e+00
  -5.4283148e-02  -7.6211803e-01
  -1.3380524e-01  -5.0666959e-01
  -1.3139132e-01  -6.7555837e-01
  -3.8173562e-01  -4.2346600e-01
   3.6973435e+00   1.9023384e+00
   3.2978945e-01   1.3077101e-01
  -7.3387838e-01   6.9017235e-01
   2.5058311e+00   3.3933442e+00
   3.3457893e+00   1.3498760e-01
  -2.3354375e+00   5.3817713e-01
   4.0089628e-01  -3.1165659e-01
   9.2966486e-04  -1.4146262e-01
   1.7172695e-01   3.5154746e-01
  -1.8698465e+00  -4.9495237e+00
   3.2767661e-01  -1.4896728e+00
  -8.2407837e-02  -3.0282297e-02
  -2.3019560e+00  -2.1434191e+00
   6.4416802e-01  -7.9249648e-02
  -1.5643167e-01  -4.7605228e-01
  -6.6089368e-01  -3.1844322e+00
  -1.5748374e+00   4.0793574e-01
   8.7420693e-01  -2.0180130e-01
   3.3065948e-01   1.9424876e-01
   4.4650342e-01   3.2362186e-01
   2.6640991e-01   4.0757984e-01
   3.1339488e-01  -2.3769126e-01
   7.7244863e-02  -2.2344369e-01
  -3.3640032e-01  -4.5180563e-01
  -3.2292685e+00  -2.6191563e+00
  -5.2846299e-01   4.4582399e-01
   1.5053629e+00   4.4089569e+00
   6.7350947e-02   1.6553619e-02
  -6.1308412e-01   4.2514319e-01
   4.7934802e-02  -2.1779327e-01
  -7.7302045e-01   3.1920900e-01
  -1.5379220e+00  -1.2010701e+00
   2.1497744e-01   2.0922758e-01
   4.1087603e+00   4.7282180e+00
   2.2035148e+00  -5.1001501e+00
  -2.1563145e+00   5.0141820e+00
   7.0614419e-01   1.9069481e+00
  -2.6032360e+00  -3.8411414e+00
  -1.7383691e-01  -2.3258589e-01
  -7.4294062e+00  -2.6094438e+00
  -9.6353585e-02   1.6300625e-01
  -2.8008657e-01  -1.6292160e-01
  -2.4277297e-01   9.1628963e-01
   1.0389164e-01  -7.4447960e-01
   1.5484001e-01  -1.5192169e-01
  -4.3284362e+00  -6.0926307e+00
   3.9347905e+00   1.3892602e+00
  -1.7056473e+00  -1.1605827e+00
  -6.3539869e+00  -4.0364702e+00
  -2.0053140e-01  -3.0840446e-01
   2.8981637e-01   1.2693813e-01
   2.3633444e+00   2.3818195e+00
  -2.8667425e+00   1.5137577e+00
  -2.0412779e+00   1.2618216e+00
   2.1586109e+00  -1.2541059e+00
  -4.0134618e-01  -1.1644506e+00
  -2.8069582e+00  -2.1862271e+00
  -3.5731243e-01  -3.8136785e+00
   5.1583165e-01  -3.6504991e-01
   7.9845803e-03  -1.1584209e-01
  -4.2407845e+00   4.4502781e-01
  -1.6810958e+00  -3.9526682e+00
  -7.2878890e+00  -4.4441250e+00
   1.8028114e+00  -4.6575030e-01
  -3.6695484e+00   1.8724321e+00
  -9.5926980e-02   3.7411889e-01
   2.5062126e+00  -2.9064625e+00
   2.3984922e-02   1.1051005e+00
   1.9533580e-01   1.5299101e-01
  -5.6853075e-01   1.6482119e+00
  -8.8400409e-02  -8.4251882e-01
  -1.2644485e-01   1.6058147e-01
   1.0963775e+00   4.9593071e-01
   2.6613074e-01   4.8300401e-01
  -3.7223933e+00  -7.7666397e-01
  -2.9849776e+00   2.5400428e-01
   3.4533613e-01   4.5590861e-01
  -4.6159161e-01  -3.0781985e-01
   6.5007314e-01   6.4067020e-01
  -8.0878523e-01  -3.6199620e-01
   7.5232746e-01   1.3587682e-02
  -7.0416892e-01  -9.1834963e-01
  -8.1447603e+00  -3.8960776e+00
  -6.4838542e-01   2.3111567e-01
   1.1124738e-01   8.6642412e-02
   1.6772910e-01   1.3340897e-01
  -2.2448802e+00  -7.2555800e+00
  -3.8031257e+00  -3.5105572e+00
  -3.2140876e-01  -5.8238574e-01
  -3.4093520e+00   1.3836036e-01
   2.2933720e+00  -1.4768084e-01
   5.0257886e-01   1.4150212e-01
   8.6825382e-01   3.9969207e-01
  -1.9434142e+00  -1.6456799e+00
  -4.3857921e+00  -7.0318658e+00
   2.6308197e+00   5.6303789e-01
  -2.9927290e-01  -3.0836581e-01
  -1.4039275e+00  -2.4272330e-01
   2.7494169e+00   2.1001754e+00
   1.9744543e-02  -3.4313285e-01
   9.3114940e+00   5.8285470e+00
   9.0054743e-02   3.6811736e-01
   1.7800089e+00   1.9497530e+00
   6.4421731e-01  -6.0212271e-01
   4.1452806e-01   1.5123397e-01
   4.1817482e-01  -2.2345294e+00
  -6.0482746e-01   4.8736569e-01
  -2.3344216e-01   9.4958185e-02
  -3.1559882e+00  -5.7829987e+00
  -6.0472268e-02   6.6955597e-02
  -1.1588378e+00  -1.2510495e+00
  -5.9502343e-01  -4.3737612e+00
  -2.5844433e-01  -5.1585253e-01
   2.4976651e-01   7.9227217e-01
  -4.2100568e-01   3.7546445e-01
   4.1873566e-01  -1.1997087e-01
   2.4068669e-01  -8.9669556e-01
   6.1334942e-02   1.0237732e-01
  -3.9443823e-01  -2.2374882e+00
   1.5745339e-01   2.4822577e+00
  -4.7704314e-01   1.1154809e-01
   1.4756232e+00   1.1218546e-01
   6.1931714e-01   2.2194179e-01
   2.7638553e-01  -7.8799747e-02
   3.4489404e-02  -1.6762998e+00
   3.9796657e+00  -1.2714520e+00
  -3.7804696e+00  -3.1449324e+00
   3.7083348e-01  -9.2467078e-01
   3.6203867e+00  -2.1536458e+00
   3.6304466e+00  -1.7202939e+00
  -4.1077589e-01  -1.0183865e+00
  -1.4164039e-01   4.9665031e-03
  -8.6952147e+00  -3.6906639e+00
  -1.3083772e-01   2.5983970e-01
  -1.7693296e+00  -2.8617608e+00
  -4.0342521e-01  -1.0594890e-01
   4.0508208e-01  -1.3691813e-01
   5.0364431e-02  -5.8505186e-01
   5.6082930e+00   2.7552928e+00
   6.3689429e-01  -2.5237561e+00
  -1.4845215e-01  -1.6435398e-01
  -1.2015917e-01   1.8368794e-02
   6.9757688e-02  -1.5159452e-01
   6.1415992e-01   4.2011458e-01
   8.7868499e-01  -1.6155304e+00
   1.5472961e-01   3.4414769e-01
   8.5763831e-02  -7.5435365e+00
   9.4623553e-01   3.1906240e+00
  -4.0130209e-01  -1.2554357e-01
   4.1150624e+00   9.2523429e+00
   3.4711041e-01   6.7622403e-01
  -5.9012894e+00   1.5816032e+00
   6.2895048e-01  -2.5053377e-01
  -2.2783230e-01  -5.2246568e-01
   7.0057330e+00   5.1597262e+00
   4.2242795e-01  -7.1171965e-01
  -3.1484053e-01  -4.6081587e-01
  -9.8536290e-01  -3.4171322e+00
  -2.9048507e-01  -1.1340393e-01
   1.3843208e+00   6.7511344e+00
  -1.2703883e+00  -1.1350857e+00
   5.6537833e+00   4.6114688e+00
  -5.1981406e+00  -2.3823063e+00
  -3.1822597e-01   1.8773753e-01
   1.1608581e-01  -5.9525559e-01
   3.9697613e+00   2.6676282e-01
  -3.9642342e-01  -1.9075848e+00
  -6.1815202e-01   2.4196319e+00
  -4.8367715e+00   3.1640315e+00
   1.4774939e+00   4.4987760e+00
   3.3978818e-01   7.0190671e-01
   3.0000682e-01  -7.4115722e-01
  -2.1494917e-01  -3.1311701e-01
  -8.4814184e-02   1.6447094e+00
   3.6475585e-01   2.5180215e-01
   8.2187955e-01  -7.2751315e-01
   3.6692049e-01  -6.1892505e-01
  -7.2277033e-01   5.3667137e-01
  -2.7688366e-01  -4.1224597e-01
  -7.7996998e-01  -2.4223407e-01
  -5.9570587e+00  -2.8149977e+00
  -1.8530518e+00  -1.9079001e-01
  -2.8460735e+00  -3.7204693e+00
   2.7870719e+00  -1.3281575e+00
   1.0645164e-01   3.6474093e-02
   1.7236312e+00   2.8540575e+00
   1.6744964e+00   3.9720912e+00
   7.5225126e-01   2.2082766e+00
   5.4357060e-01  -1.3807236e-01
  -1.2639251e-01   8.2238021e-01
  -4.2780761e-01  -1.9914842e-01
  -9.0222142e-01   9.9338638e-01
  -5.1169272e+00  -2.7355879e-01
   3.1507809e+00   4.4036645e+00
   1.7533429e-01  -8.7492810e-02
  -3.4067211e+00  -7.6564025e+00
  -2.2290649e+00  -5.0512625e+00
  -4.6929732e-01  -3.6890741e-01
  -2.8812580e-02  -4.1292710e-01
   1.2095485e+00   3.4248485e+00
   7.6313072e-01  -1.7038196e+00
  -1.0184174e-01   8.3085563e-01
  -6.2388207e-01  -2.0737851e+00
   1.6917945e-01  -9.4280789e-02
  -1.0664948e+00  -2.5785585e+00
  -3.9854766e-01   4.3500817e-01
   5.5497374e+00  -3.6044516e-01
   2.0346775e+00   3.8580258e+00
   2.4441605e+00  -1.2744314e-01
   3.3075833e-01   7.9743054e-01
  -5.7305400e+00  -7.4347833e+00
   4.1172120e-01  -2.2931463e+00
  -4.9611932e-01  -1.9523480e+00
   2.0559658e-01   5.6539488e-01
  -5.3964009e-01   1.0964891e+00
   7.1695145e-01  -1.9680914e-02
   3.8796678e+00   5.2273295e+00
   3.6716504e-01   6.3418055e-01
  -1.2850619e-01   1.8947751e-01
   2.0531458e+00   2.2420647e+00
   7.9874601e-01   4.4124133e-01
  -6.5043818e+00  -3.9696692e+00
  -2.4056178e-01  -3.6093886e-01
  -4.5719635e-01  -4.7795794e-01
  -1.9037948e-01  -1.7095993e-02
  -8.4658809e-01   3.4561469e-01
  -2.2533435e-01   6.8506802e-01
   1.5713188e-01   1.4379161e-01
  -4.1073209e+00  -2.1941206e+00
   6.0825467e-01   9.2474143e-02
  -4.0349131e+00   9.9074738e-02
  -1.7175233e-01   9.5974138e-01
   2.5832747e+00   1.4391341e+00
   8.1042338e-02  -1.8184926e+00
  -5.7090971e-01  -2.4638855e+00
   2.2284771e-01   1.1125401e+00
  -6.6871235e-01   5.9899088e-02
   1.3651531e+00  -4.5310780e-02
   9.5205492e-02   8.5478458e-01
  -1.2694426e+00   2.4616439e-01
  -5.0184043e-01   4.9255296e-01
  -3.7479675e+00   4.2449570e+00
  -7.1942914e-01  -1.5020861e-01
   7.3567549e-01  -2.3639648e-01
  -2.4100943e-01  -4.8838882e-01
  -6.5618166e-01   7.5578080e-02
   3.9610846e-03   1.2130777e-01
   7.7787899e-01  -7.9727704e-02
   3.2746227e+00  -1.1528382e+00
  -2.4789814e+00  -6.6821137e+00
  -1.7598441e-01  -1.8920070e+00
  -1.7741389e+00  -5.2967062e+00
  -1.2637615e-02   2.4175547e-02
